"V1" "V2" "V3"
"1" 0.00168865680581332 0.990875591797015 39.9354141449527
"2" 0.0017592401636068 0.990416565192021 39.8599418854955
"3" NA NA NA
"4" NA NA NA
"5" NA NA NA
"6" NA NA NA
"7" 0.00176242910340144 0.990325901448204 39.9606483773522
"8" NA NA NA
"9" NA NA NA
"10" NA NA NA
"11" 0.00176620627367638 0.990117554613907 39.5566138408432
"12" 0.001818625042079 0.989725690532099 39.5613400171273
"13" NA NA NA
"14" NA NA NA
"15" NA NA NA
"16" NA NA NA
"17" NA NA NA
"18" 0.00171860571466813 0.990717118195301 39.3130443445099
"19" NA NA NA
"20" NA NA NA
"21" 0.00173637017780602 0.990364214066702 39.3299200082632
"22" NA NA NA
"23" 0.0016794433457927 0.990577067217201 39.4844039625939
"24" NA NA NA
"25" NA NA NA
"26" 0.00165706131865766 0.990446183402207 39.7178962453688
"27" 0.00164192582974813 0.990784410103353 40.6677180423356
"28" 0.00163597810734242 0.99067944325604 40.7132595738643
"29" NA NA NA
"30" NA NA NA
"31" NA NA NA
"32" NA NA NA
"33" 0.00167479795209622 0.990339156091048 40.7773879693065
"34" 0.00166442785537555 0.990446504197136 40.814247121651
"35" 0.00167640089471279 0.990322580568745 40.6876255879472
"36" 0.00163352769434608 0.990353899642557 39.4786155488602
"37" 0.00166332497700358 0.990192472572903 40.6708077563891
"38" 0.00167433885401968 0.990151233070541 40.6332449083708
"39" NA NA NA
"40" 0.00163716056954315 0.990405421962262 40.4454385834803
"41" NA NA NA
"42" NA NA NA
"43" 0.00164652992535776 0.990058526813567 39.8522895656027
"44" 0.00162607703797391 0.990236814952634 39.7501565633765
"45" 0.0016252137480505 0.99025525316055 39.4977690010976
"46" 0.00150902496808275 0.991095444402392 38.1829787495184
"47" 0.00150637058452678 0.991103233531745 38.0646700918492
"48" 0.00151776465256349 0.990959472330911 37.9519413450203
"49" 0.00154070276698099 0.990877289078898 37.8949522689452
"50" 0.00163563549693184 0.990222765598063 38.9447592695979
"51" 0.00164775336356138 0.990168222310391 38.9292746465397
"52" 0.00151467850196491 0.99119682905822 37.6237269350617
"53" 0.00154617601124058 0.991051135086289 38.7442132684644
"54" 0.00151014672626708 0.991392405588431 38.4332685955771
"55" 0.00151217820693073 0.99131917680383 38.3102807976547
"56" 0.00152589730538019 0.99142943402372 38.479835883497
"57" 0.00155512407835244 0.991096987066063 38.211710378658
"58" 0.00150900553705355 0.991491482920586 38.0854741002003
"59" 0.00148294490159462 0.991690447720674 38.2233822236496
"60" 0.00149661367843272 0.991613996707621 38.1272088711841
"61" 0.00149673114862885 0.991567982793153 38.0448397457254
"62" 0.00145729032686156 0.991824427888641 37.8872858517389
"63" 0.00143271754204367 0.992061084498731 37.8913694686386
"64" 0.0014171900731976 0.992084832235629 37.9049521528294
"65" 0.00139484440389133 0.992237794306704 37.9582434652809
"66" 0.00141535649034153 0.99229843644406 38.6007589609972
"67" 0.00138892355774423 0.992429757044349 38.3342008735258
"68" 0.00139330952846748 0.992311719201383 38.1742507813844
"69" 0.00138732309005241 0.992317161896031 37.7951643399439
"70" 0.00137733091152083 0.992516173182539 37.5095797419769
"71" 0.00138275798503208 0.992508943893976 37.4820373067858
"72" 0.00213426001845274 0.97965516264611 37.9760651190567
"73" 0.00130976345168354 0.99288948859914 37.1852881036842
"74" 0.00129909520853232 0.993083299843492 37.1638651176426
"75" 0.00130967422387382 0.993070515393573 37.0733994042809
"76" 0.00130000783693359 0.993116572446102 36.7946647755986
"77" 0.00129083614482664 0.993110477588674 36.7671652528866
"78" 0.00125362036465799 0.99332108567359 36.6973475100327
"79" 0.00125575648345268 0.993379762985302 36.7211345824413
"80" 0.00125624743781925 0.993231021873188 36.708101422471
"81" 0.0012364740002845 0.993217623328145 36.781392651368
"82" 0.00125315119903437 0.993057879823996 36.6798479910929
"83" NA NA NA
"84" 0.00127932977766099 0.992928820743455 37.2016251730334
"85" 0.00126459495384424 0.993196898888167 37.184870141215
"86" 0.00195148026687016 0.981481519489161 36.7860490439523
"87" 0.00233886490923342 0.972842553889727 37.314889543343
"88" 0.0012819019283661 0.993159211574987 37.1190246936714
"89" 0.00126473439836352 0.993355645896244 36.7861405492363
"90" 0.00128479442630212 0.993246464242833 36.621110831053
"91" 0.0022076052499097 0.980211070975449 36.4190407047966
"92" 0.00130724279440052 0.993367171420023 36.5966074076337
"93" 0.00132362611927543 0.993175460457516 36.8798535405091
"94" 0.00259255708534077 0.97261562054525 37.530161407526
"95" NA NA NA
"96" 0.00126268720245762 0.993382414064217 35.9979044469844
"97" 0.00126025806314197 0.993412478259401 35.752677588587
"98" 0.00126244471588364 0.993742832384623 36.0150132713139
"99" 0.00124157051751303 0.993817820363415 35.6930643695878
"100" 0.00125520363291979 0.993726144317656 35.6434483876319
