"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79"
"1" 0.546536292452251 0.499877296105034 0.506578998969597 0.501704429908627 0.494966796058481 0.515347662380404 0.513460992450542 0.503784980867875 0.508680569166152 0.508286794169016 0.554107295493295 0.49682648317095 0.513037220957328 0.512507909410966 0.503358891256744 0.506476838561228 0.501707458923259 0.49019908737895 0.489702541332224 0.50561654135098 0.527522459191176 0.514532104987133 0.527854575552345 0.488971726340402 0.500436845638135 0.542293381177926 0.522112356058344 0.509443418905802 0.500490184834781 0.513953835451276 0.508963207376468 0.505067074619301 0.507600644629459 0.506622387594472 0.500485279728661 0.515286696407658 0.506118064219822 0.520397649141373 0.50458337391141 0.50520089599438 0.508773767437064 0.492468312547925 0.505527860790567 0.510171672779946 0.515461309937498 0.524119367840582 0.507925191281308 0.507887259712195 0.513312831333931 0.505332713910827 0.508107836690747 0.511969963973143 0.527621773223442 0.510223355878986 0.503453750094045 0.515375313650826 0.509459294402078 0.506627309651452 0.510449602357899 0.513808905377501 0.513221391878215 0.52280908664028 0.488931216376363 0.507757195314482 0.504129431536845 0.507636661844912 0.52008069228652 0.499218182642811 0.484837234812067 0.491595569301685 0.509527643970602 0.503270860464986 0.495391973192428 0.502735994777166 0.532681179138076 0.516214358211755 0.495197974295705 0.493562965176579 0.509976639609693
"2" 0.546536292452251 0.499877296105034 0.506578998969597 0.501704429908627 0.494966796058481 0.515347662380404 0.513460992450542 0.503784980867875 0.508680569166152 0.508286794169016 0.554107295493295 0.49682648317095 0.513037220957328 0.512507909410966 0.503358891256744 0.506476838561228 0.501707458923259 0.49019908737895 0.489702541332224 0.50561654135098 0.527522459191176 0.514532104987133 0.527854575552345 0.488971726340402 0.500436845638135 0.542293381177926 0.522112356058344 0.509443418905802 0.500490184834781 0.513953835451276 0.508963207376468 0.505067074619301 0.507600644629459 0.506622387594472 0.500485279728661 0.515286696407658 0.506118064219822 0.520397649141373 0.50458337391141 0.50520089599438 0.508773767437064 0.492468312547925 0.505527860790567 0.510171672779946 0.515461309937498 0.524119367840582 0.507925191281308 0.507887259712195 0.513312831333931 0.505332713910827 0.508107836690747 0.511969963973143 0.527621773223442 0.510223355878986 0.503453750094045 0.515375313650826 0.509459294402078 0.506627309651452 0.510449602357899 0.513808905377501 0.513221391878215 0.52280908664028 0.488931216376363 0.507757195314482 0.504129431536845 0.507636661844912 0.52008069228652 0.499218182642811 0.484837234812067 0.491595569301685 0.509527643970602 0.503270860464986 0.495391973192428 0.502735994777166 0.532681179138076 0.516214358211755 0.495197974295705 0.493562965176579 0.509976639609693
"3" 0.078154788409626 0.88748131595127 0.509607769686078 0.515187107538898 0.637040904211191 0.04811591328149 0.841688999939293 0.481902662784199 0.506956207442244 0.432469303559814 0.275368037068505 0.785467628256714 0.778030805618809 0.731728089588854 0.716487035061556 0.693671480096676 0.995084818630482 0.852916157486709 0.291357769087359 0.880115082028613 0.766668598531327 0.685241718378843 0.0156575671460433 0.668100750503074 0.528709140698147 0.48991086061872 0.734639854277996 0.667115561387503 0.780844276965918 0.739970224321284 0.830152623714395 0.690596177398097 0.538615153424266 0.547041982660605 0.106032884551707 0.664851970705309 0.968744211030086 0.250233080435966 0.947255686188145 0.710465335606102 0.578727524140483 0.460998979428472 0.102292241807463 0.319256472217739 0.33454051267035 0.590961222832727 0.754085886838819 0.729589944428853 0.663924751976834 0.649069122279975 0.508107836690747 0.898825084010065 0.309530985289852 0.307299418671345 0.659413706484726 0.297149703776468 0.625257541782153 0.404454022780388 0.815346418295959 0.413220139877828 0.444781389102241 0.737009211975099 0.675271715488365 0.81106574588538 0.763781525799469 0.96010172800321 0.188168021888681 0.499218182642811 0.661644692446343 0.764020266721026 0.182987303742948 0.112216311014552 0.438379265143022 0.565267142899461 0.198866038771184 0.406348366267847 0.712102911899648 0.740835795515518 0.961068738022805
"4" 0.688722439522009 0.407852166221629 0.549182777558322 0.0366851037201707 0.48080396749139 0.359070269635636 0.575745134283813 0.12620505525605 0.596245672655844 0.46047278841972 0.65230657619736 0.780103418621395 0.364848610919303 0.100203334563095 0.63852030424627 0.288918124143139 0.511558385690585 0.422530360362467 0.340066594838778 0.392777138697015 0.115215373676929 0.138369413998843 0.768292950901378 0.228427119766384 0.184807738224041 0.475796743520201 0.14934138060903 0.465103135544133 0.324853939644206 0.302425335773092 0.0286453629638015 0.0273372349236113 0.0471170153424355 0.0391931940022059 0.202530883920232 0.342013486087659 0.228389326604486 0.304414911973391 0.338354410531274 0.253656401972042 0.412012107135378 0.06763869085739 0.244173218858404 0.495569157772121 0.0988395963706199 0.473921489492271 0.290671892363476 0.211651465817598 0.210958323473139 0.205440563167499 0.508107836690747 0.534472473883021 0.548543559384724 0.503153542989686 0.469981712103442 0.387752693876723 0.312994541919737 0.601152712153615 0.472628106825234 0.489272487272312 0.496888796933805 0.430150814044028 0.339932182819352 0.400758992463993 0.778725150822537 0.155521232000283 0.454286928380997 0.499218182642811 0.746963545152625 0.631803701132051 0.127458717689532 0.236775692582919 0.191921764328369 0.261666484930549 0.654725359463021 0.434736975964829 0.611586648495352 0.176145717601274 0.168349859323913
"5" 0.873882957475886 0.872881575922561 0.852394910555448 0.421466413377519 0.532632703016188 0.634915740667503 0.583937311526903 0.387274143529471 0.508466260630778 0.355070860046314 0.208837881460946 0.508791191164573 0.436159515152132 0.89256327346594 0.742904291199866 0.383853879473368 0.546428027263992 0.259981280971302 0.850751561760446 0.153074082591853 0.935322680512089 0.353879309290883 0.51216716854929 0.489617639237717 0.372196587343473 0.713087534997409 0.702323171978082 0.696217884958445 0.564950670371258 0.405092581174382 0.521266561976965 0.432853903573581 0.393761359765224 0.418392434883539 0.0963595660836764 0.557882659842278 0.827166910368797 0.806548649403034 0.475824673658419 0.373631610532788 0.540785242877303 0.567908922229809 0.891890974173656 0.822421968347015 0.482856401738782 0.528773270515938 0.517958086056855 0.220726123590268 0.24437332752817 0.245282280090093 0.508107836690747 0.928906309291365 0.323418956513023 0.808408069629188 0.319908678472867 0.457939035348353 0.412753272170654 0.832769258165517 0.553643474735439 0.512183067058663 0.594087610354185 0.602982090394532 0.384588884218896 0.511278790741559 0.268904642277967 0.324288324469924 0.502651718230796 0.499218182642811 0.373617816232145 0.507411426423268 0.479810136028058 0.527650399885955 0.208846968672396 0.195088203169575 0.668666524996852 0.588910820340772 0.520344962123997 0.882271632272986 0.305986008662419
"6" 0.0432067996893826 0.0867798779797699 0.793996574032661 0.771466251363195 0.29092795430675 0.121764404871006 0.655279582030978 0.0341443023596161 0.597853016689317 0.835758200577881 0.334595098167131 0.173979622683 0.11838362385231 0.327813801052005 0.26336889415158 0.293606167057266 0.501707458923259 0.600000108380655 0.2091388553268 0.905027191305912 0.907136685143023 0.30856216324496 0.968342649444413 0.248513633643376 0.27231844016334 0.331367202272688 0.106604968307419 0.425429901955586 0.27158592597787 0.425950627215753 0.262341090198028 0.290103315699362 0.396522058232162 0.423005294343376 0.644318470586279 0.349738128315491 0.28690199474049 0.274094856105255 0.476210189180007 0.364108538089383 0.3232382054338 0.286602224628409 0.787561952460676 0.371906331165859 0.221473576041125 0.272478073531647 0.233307172384141 0.117480144896805 0.145982516415026 0.156701449161521 0.508107836690747 0.561850777072601 0.0907415678972453 0.346592059558112 0.236027129563493 0.00373321566449486 0.00646375369347257 0.529502132562912 0.0475444247438147 0.332447358013984 0.305502267075612 0.244358863385146 0.513378365312849 0.765420354669352 0.384944667380527 0.60246273402889 0.0270317992755114 0.499218182642811 0.835092365113775 0.307392206099401 0.393363517004815 0.414527748890932 0.505574738421217 0.813141673712043 0.978548300071333 0.440325953775538 0.528252258609334 0.414479999576952 0.26072648235621
"7" 0.187495554682393 0.393510907541856 0.9401729223484 0.682854608305328 0.3790890024262 0.822005611323278 0.431775990381548 0.815582814266474 0.635345531552599 0.650355604837729 0.63245607839632 0.70805287293995 0.298476707355735 0.793464221699454 0.815178849135362 0.411318997354738 0.000161211337882449 0.483670514722755 0.898387449864205 0.35766996521345 0.309616097788996 0.86030850368474 0.729529602124758 0.410704285776271 0.937607063804126 0.387072740570256 0.40572908843025 0.761413498883711 0.521788506969036 0.276246412012877 0.127999352163451 0.284492841658665 0.478133492998457 0.379517981808792 0.860911715939222 0.238581521546963 0.676448271298006 0.367322036566436 0.223793970100976 0.457709548505913 0.130110630301859 0.781584375127463 0.604159223781844 0.562858223268473 0.376642381484662 0.59254460833688 0.864001436045845 0.335098380953587 0.445182890866809 0.548558112881268 0.508107836690747 0.543532399753826 0.564539226840576 0.630653283271716 0.657027102962513 0.792666457336683 0.986550702967557 0.700375497931654 0.105313410502487 0.388479574199057 0.680392436217532 0.180967421396807 0.233411138312699 0.292758186360386 0.809884575112888 0.524559457609653 0.745993431419296 0.499218182642811 0.251448685067277 0.629847924783472 0.671409592045294 0.574232690892649 0.306439766466386 0.478024887963703 0.837769753405873 0.287816192376421 0.784193185473669 0.722403606112579 0.5337338222462
"8" 0.0334433846435886 0.0372541743674427 0.373215418943611 0.0561535587727936 0.393834831747861 0.661139685532562 0.38087560335709 0.100668575431645 0.600348514664085 0.388630965781503 0.415215021421549 0.0245006202676408 0.481525040800268 0.803068853408218 0.870508819815964 0.134020566821473 0.781027439105665 0.380680996353291 0.948563511708789 0.698885413145231 0.120229440812909 0.388436886695896 0.45828311442881 0.577902043461591 0.818059051837364 0.875136241651784 0.109877220585286 0.585886016344028 0.433288859604414 0.588288165914522 0.613732903471849 0.478591179230355 0.57101639938004 0.620635545991584 0.860017969018164 0.46986688400134 0.84415442915761 0.445125265654541 0.589629406160969 0.417176241594693 0.380229276520757 0.752841626946534 0.55388939744035 0.741605645197225 0.453755854251084 0.434830917495364 0.0794244349469847 0.73907161097617 0.50967719836723 0.528275602816199 0.508107836690747 0.511969963973143 0.76820217343044 0.709668270318715 0.763184715289794 0.461674601110079 0.342137109065056 0.0649551983203328 0.544453092180639 0.0709633211918609 0.0697012039548656 0.714246398994222 0.76855523025891 0.308833623205378 0.0147137657158299 0.0829014264062272 0.907298666284049 0.499218182642811 0.193509087201185 0.485780611456747 0.347856781602376 0.421841499854367 0.104915660092727 0.260021674788316 0.130647496476018 0.129086734879245 0.387149036477926 0.252509654970715 0.919358902652444
"9" 0.554716620501339 0.265673236208252 0.204662730179424 0.330155206982954 0.150077438667369 0.130997451454882 0.172173818519654 0.726711385235588 0.153642912134553 0.456984906452405 0.827817528195001 0.200276188449613 0.115874794164954 0.492502290362578 0.114560386572544 0.684115884231339 0.468249610809127 0.662662112471899 0.434659100224564 0.692744994890952 0.939298163805748 0.713325580755408 0.267647377727545 0.389832379133891 0.634051442936489 0.259717545806549 0.380659437022536 0.319084472950246 0.497126538977932 0.206473329229271 0.461898834320958 0.455843498573532 0.158532512954778 0.15056211621035 0.706570542889767 0.0471732447136096 0.199314369724599 0.244976141475702 0.013603708025373 0.0889279572444504 0.448842175165828 0.548270457678037 0.252400590851668 0.762756409081416 0.739171937318889 0.863656177041547 0.301963065508335 0.845342718035102 0.862490897963496 0.841542369179825 0.508107836690747 0.511969963973143 0.919241073285819 0.856069770937006 0.294579338192551 0.50406648167921 0.556427954888555 0.203622449313299 0.545628200021092 0.657252781430062 0.740856109855415 0.0949155970728835 0.265579552273055 0.209846296001011 0.180647167919156 0.323980591803023 0.626577311408101 0.499218182642811 0.170046650778406 0.54262351084681 0.533949411279084 0.42838157715816 0.12657609155558 0.332111553654306 0.158804462967433 0.277317685327278 0.554810091351042 0.290077585923006 0.277307000132911
"10" 0.226521872635014 0.591593895750595 0.747628058618412 0.572933553057159 0.819058806301699 0.931671556832964 0.798114205184776 0.340430758010948 0.763340861345898 0.369961343421175 0.582209968960226 0.57724738367531 0.831055246194674 0.918654794108861 0.358195878595009 0.753573190499744 0.526324478648775 0.729651539281326 0.922715273567814 0.896000048114685 0.610289316817228 0.846537334156809 0.600610135958028 0.621905852106595 0.939070859577821 0.571027696028511 0.465377206940915 0.805305954847359 0.574291501651394 0.620550401354206 0.935242618985329 0.832061746246817 0.71814306189392 0.687817900085771 0.62935276353714 0.897358569783459 0.648408655746326 0.484237315094586 0.82599876551764 0.419244418733571 0.482684750398955 0.916966831794209 0.584439254427166 0.732665980519361 0.679346781958819 0.934630728233991 0.896213907517261 0.928478076878921 0.877511018599936 0.85540483270052 0.508107836690747 0.511969963973143 0.800814907492167 0.786094653920194 0.976959691340821 0.869836752651556 0.869314449190255 0.62674114128561 0.965209202763608 0.486099506322983 0.598572293197495 0.168835940398668 0.655974542687223 0.597994516006315 0.770047646101637 0.250397803678934 0.03814438192815 0.499218182642811 0.845718110574509 0.546257319462688 0.737843825305675 0.829253345620439 0.644552980020715 0.806010836319184 0.719507651016056 0.44224135384003 0.300565472887351 0.855908913358155 0.92992048466171
